trial,time,depot_id,drone_ids,lat,lon,num_drones
27,67,3,dn7;dn8,37.718779,-122.462401,2
27,67,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,67,5,dn13;dn15,37.739611,-122.492203,2
27,68,2,dn4;dn6,37.751751,-122.410654,2
27,68,3,dn7;dn8,37.718779,-122.462401,2
27,68,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,68,5,dn13;dn14;dn15,37.739611,-122.492203,3
27,69,2,dn4;dn6,37.751751,-122.410654,2
27,69,3,dn7;dn8;dn9,37.718779,-122.462401,3
27,69,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,69,5,dn14;dn15,37.739611,-122.492203,2
27,70,2,dn4;dn6,37.751751,-122.410654,2
27,70,3,dn7;dn8;dn9,37.718779,-122.462401,3
27,70,4,dn10;dn11;dn12,37.78929,-122.426797,3
